PEI 25 kg/mol, 2 mg/ml from Ethanol on B 10 x 15 mm + H 1x1 mm, 70 nm, 30 µm, Desorption, 7.5.2026, 16:36
Diameter[mm] 1.128e+00  Thickness[mm] 2.000e-04  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) : 
 Freq. [Hz]	 Time  [s]	 Eps'   	 Eps''  	M Temp [K]	M Time M[s]
 1.4779e+05	 5.2830e+02	 1.3357e+00	 5.3678e-02	 3.6313e+02	 5.8569e+02
 2.2168e+05	 5.2830e+02	 1.3186e+00	 5.8742e-02	 3.6313e+02	 5.8844e+02
 3.3253e+05	 5.2830e+02	 1.2998e+00	 6.0537e-02	 3.6314e+02	 5.9100e+02
 4.9879e+05	 5.2830e+02	 1.2804e+00	 5.8510e-02	 3.6314e+02	 5.9363e+02
 7.4818e+05	 5.2830e+02	 1.2637e+00	 5.3302e-02	 3.6314e+02	 5.9606e+02
 9.0000e+05	 5.2830e+02	 1.2577e+00	 5.0449e-02	 3.6314e+02	 5.9891e+02
 1.0000e+02	 5.9620e+02	 1.4012e+00	-3.7492e-02	 3.6315e+02	 6.0675e+02
 1.5000e+02	 5.9620e+02	 1.4117e+00	-3.4490e-02	 3.6315e+02	 6.0914e+02
 2.2500e+02	 5.9620e+02	 1.4135e+00	-3.2821e-02	 3.6315e+02	 6.1183e+02
 3.3750e+02	 5.9620e+02	 1.4125e+00	-3.7212e-02	 3.6314e+02	 6.1427e+02
 5.0625e+02	 5.9620e+02	 1.4134e+00	-1.9712e-02	 3.6314e+02	 6.1699e+02
 7.5938e+02	 5.9620e+02	 1.4118e+00	 6.4164e-04	 3.6315e+02	 6.1956e+02
 1.1391e+03	 5.9620e+02	 1.4095e+00	 1.7003e-03	 3.6315e+02	 6.2222e+02
 1.7086e+03	 5.9620e+02	 1.4072e+00	 5.3061e-03	 3.6315e+02	 6.2469e+02
 2.5629e+03	 5.9620e+02	 1.4050e+00	 9.9237e-03	 3.6315e+02	 6.2739e+02
 3.8443e+03	 5.9620e+02	 1.4023e+00	 1.0789e-02	 3.6315e+02	 6.3006e+02
 5.7665e+03	 5.9620e+02	 1.3993e+00	 1.2066e-02	 3.6314e+02	 6.3250e+02
 8.6498e+03	 5.9620e+02	 1.3960e+00	 1.5495e-02	 3.6314e+02	 6.3513e+02
 1.2975e+04	 5.9620e+02	 1.3921e+00	 1.9337e-02	 3.6315e+02	 6.3763e+02
 1.9462e+04	 5.9620e+02	 1.3873e+00	 2.3268e-02	 3.6314e+02	 6.4047e+02
 2.9193e+04	 5.9620e+02	 1.3820e+00	 2.7873e-02	 3.6314e+02	 6.4306e+02
 4.3789e+04	 5.9620e+02	 1.3751e+00	 3.3393e-02	 3.6314e+02	 6.4566e+02
 6.5684e+04	 5.9620e+02	 1.3666e+00	 3.9862e-02	 3.6313e+02	 6.4831e+02
 9.8526e+04	 5.9620e+02	 1.3556e+00	 4.7205e-02	 3.6313e+02	 6.5075e+02
 1.4779e+05	 5.9620e+02	 1.3414e+00	 5.4489e-02	 3.6313e+02	 6.5344e+02
 2.2168e+05	 5.9620e+02	 1.3237e+00	 5.9890e-02	 3.6312e+02	 6.5588e+02
 3.3253e+05	 5.9620e+02	 1.3043e+00	 6.1739e-02	 3.6313e+02	 6.5872e+02
