PEI 25 kg/mol, 2 mg/ml from Ethanol on B 10 x 15 mm + H 1x1 mm, 70 nm, 30 µm, 60°C Absorption, 30.4.2026, 11:14
Diameter[mm] 1.128e+00  Thickness[mm] 1.000e-04  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) :  AC Volt  [Vrms]=1.000
 Freq. [Hz]	 Time  [s]	 Eps'   	 Eps''  	M Temp [K]	M Time M[s]
 8.6498e+03	 7.1470e+02	 5.6874e+00	 5.1572e-01	 3.3314e+02	 7.5644e+02
 1.2975e+04	 7.1470e+02	 5.5449e+00	 6.3872e-01	 3.3314e+02	 7.5887e+02
 1.9462e+04	 7.1470e+02	 5.3502e+00	 7.6314e-01	 3.3314e+02	 7.6145e+02
 2.9193e+04	 7.1470e+02	 5.0988e+00	 8.6566e-01	 3.3314e+02	 7.6419e+02
 4.3789e+04	 7.1470e+02	 4.8042e+00	 9.1771e-01	 3.3315e+02	 7.6662e+02
 6.5684e+04	 7.1470e+02	 4.5077e+00	 9.0220e-01	 3.3315e+02	 7.6919e+02
 9.8526e+04	 7.1470e+02	 4.2309e+00	 8.2323e-01	 3.3314e+02	 7.7175e+02
 1.4779e+05	 7.1470e+02	 4.0083e+00	 7.0880e-01	 3.3314e+02	 7.7447e+02
 2.2168e+05	 7.1470e+02	 3.8438e+00	 5.9027e-01	 3.3315e+02	 7.7706e+02
 3.3253e+05	 7.1470e+02	 3.7143e+00	 4.8785e-01	 3.3315e+02	 7.7975e+02
 4.9879e+05	 7.1470e+02	-7.0043e-01	 4.7077e+01	 3.3315e+02	 7.8242e+02
 7.4818e+05	 7.1470e+02	 3.6035e+00	 2.6307e-01	 3.3315e+02	 7.8922e+02
 9.0000e+05	 7.1470e+02	 3.5775e+00	 2.3071e-01	 3.3315e+02	 7.9687e+02
 1.0000e+02	 7.9420e+02	 6.0698e+00	 5.0325e-02	 3.3315e+02	 8.0475e+02
 1.5000e+02	 7.9420e+02	 6.0581e+00	 5.6804e-02	 3.3315e+02	 8.0739e+02
