PEI 25 kg/mol, 2 mg/ml from Ethanol on B 10 x 15 mm + H 1x1 mm, 70 nm, 30 µm, 50°C Desorption, 12.5.2026, 15:30
Diameter[mm] 1.128e+00  Thickness[mm] 2.000e-04  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) : 
 Freq. [Hz]	 Time  [s]	 Eps'   	 Eps''  	M Temp [K]	M Time M[s]
 9.8526e+04	 3.8010e+02	 1.4844e+00	 2.3863e-02	 3.2312e+02	 4.4293e+02
 1.4779e+05	 3.8010e+02	 1.4792e+00	 2.1319e-02	 3.2312e+02	 4.4562e+02
 2.2168e+05	 3.8010e+02	 1.4750e+00	 1.9119e-02	 3.2313e+02	 4.4818e+02
 3.3253e+05	 3.8010e+02	 1.4710e+00	 1.7455e-02	 3.2313e+02	 4.5095e+02
 4.9879e+05	 3.8010e+02	 1.4664e+00	 1.6790e-02	 3.2314e+02	 4.5343e+02
 7.4818e+05	 3.8010e+02	 1.4626e+00	 1.6257e-02	 3.2314e+02	 4.5617e+02
 9.0000e+05	 3.8010e+02	 1.4616e+00	 1.5877e-02	 3.2314e+02	 4.5875e+02
 1.0000e+02	 4.5600e+02	 1.6154e+00	 2.0389e-02	 3.2314e+02	 4.6820e+02
 1.5000e+02	 4.5600e+02	 1.6100e+00	 2.1905e-02	 3.2314e+02	 4.7059e+02
 2.2500e+02	 4.5600e+02	 1.6050e+00	 2.4721e-02	 3.2315e+02	 4.7582e+02
 3.3750e+02	 4.5600e+02	 1.5986e+00	 2.6894e-02	 3.2315e+02	 4.7862e+02
 5.0625e+02	 4.5600e+02	 1.5916e+00	 2.8867e-02	 3.2315e+02	 4.8106e+02
 7.5938e+02	 4.5600e+02	 1.5837e+00	 3.0565e-02	 3.2315e+02	 4.8350e+02
 1.1391e+03	 4.5600e+02	 1.5758e+00	 3.2036e-02	 3.2315e+02	 4.8862e+02
 1.7086e+03	 4.5600e+02	 1.5676e+00	 3.2937e-02	 3.2316e+02	 4.9137e+02
 2.5629e+03	 4.5600e+02	 1.5591e+00	 3.3668e-02	 3.2316e+02	 4.9661e+02
 3.8443e+03	 4.5600e+02	 1.5507e+00	 3.4395e-02	 3.2316e+02	 4.9906e+02
 5.7665e+03	 4.5600e+02	 1.5476e+00	 3.3195e-02	 3.2317e+02	 5.0156e+02
 8.6498e+03	 4.5600e+02	 1.5385e+00	 3.4369e-02	 3.2317e+02	 5.0406e+02
 1.2975e+04	 4.5600e+02	 1.5288e+00	 3.5086e-02	 3.2317e+02	 5.0656e+02
